min_y,min_x,max_y,max_x
576,14087,605,14116
4985,6363,5014,6392
12050,400,12079,429
6254,8349,6283,8378
15445,6084,15474,6113
10563,13366,10592,13395
16339,5205,16368,5234
7198,14524,7227,14553
8289,3491,8318,3520
2328,14245,2357,14274
6185,2663,6214,2692
1826,11379,1855,11408
4338,12624,4367,12653
8994,5524,9023,5553
8695,782,8724,811
2924,9695,2953,9724
10256,13701,10285,13730
548,3405,577,3434
7752,15496,7781,15525
2400,5331,2429,5360
12669,1860,12698,1889
170,7990,199,8019
8719,3467,8737,3496
3825,13353,3854,13382
3664,4718,3693,4747
7408,1780,7437,1809
15735,1772,15764,1801
3911,4945,3940,4974
5827,6243,5856,6272
55,2109,84,2138
2212,8764,2241,8793
6686,6197,6715,6226
8225,4569,8254,4598
12113,10068,12142,10097
3650,10302,3679,10331
8208,11841,8237,11870
12934,11133,12963,11162
1214,11236,1243,11265
8891,10372,8920,10401
4354,10716,4383,10745
9090,2944,9119,2973
12123,15813,12152,15842
4381,14072,4410,14101
1445,2145,1474,2174
14883,5104,14912,5133
3416,1944,3445,1973
5529,5965,5558,5994
395,1398,424,1427
13022,7114,13051,7143
13812,13985,13841,14014
8190,9039,8219,9068
3542,9944,3571,9973
14359,8831,14388,8860
6678,13688,6707,13717
1726,4624,1755,4653
12032,13116,12061,13145
6423,7769,6452,7798
6432,3547,6461,3576
6046,733,6075,762
6523,5697,6552,5726
4918,14575,4947,14604
12079,5623,12108,5652
1150,3124,1179,3153
5143,14118,5172,14147
21,7303,50,7332
9450,7695,9479,7724
8770,4168,8799,4197
10616,2820,10645,2849
11728,5379,11757,5408
6819,12954,6848,12983
8701,7493,8730,7522
162,14823,191,14852
6260,5029,6289,5058
2916,6832,2945,6861
16116,3909,16145,3938
5752,5393,5781,5422
4405,4354,4434,4383
6592,8227,6621,8256
6908,2962,6937,2991
3023,1955,3052,1984
3745,8100,3774,8129
13350,3087,13379,3116
13380,13687,13409,13716
7655,6789,7684,6818
4380,4166,4409,4195
12307,7787,12336,7816
15159,9689,15188,9718
9302,8555,9331,8584
3988,2665,4017,2694
1619,12164,1648,12193
1564,15671,1593,15700
5196,14102,5225,14131
6766,12721,6795,12750
7891,6016,7920,6045
6242,7932,6271,7961
16124,10076,16153,10105
13340,6787,13369,6816
14829,15242,14858,15271
3376,4388,3405,4417
15041,2664,15070,2693
12226,5556,12255,5585
14372,7231,14401,7260
5653,523,5682,552
2745,14803,2774,14832
8410,10475,8439,10504
9151,7283,9180,7312
5332,9522,5361,9551
12431,5127,12460,5156
14815,9893,14844,9922
10981,3109,11010,3138
416,14049,445,14078
11956,15935,11985,15964
1541,2015,1570,2044
4323,3914,4352,3943
9447,10653,9476,10682
12394,16036,12423,16065
7812,11831,7841,11860
3613,2536,3642,2565
8317,6157,8346,6186
11058,7750,11087,7779
6651,5462,6680,5491
13122,8348,13151,8377
14663,1460,14692,1489
1711,6231,1740,6260
11170,4441,11199,4470
8967,8342,8996,8371
2104,14799,2133,14828
5523,7524,5552,7553
8963,2483,8992,2512
13532,15105,13561,15134
2188,11795,2217,11824
3528,4511,3557,4540
11595,15442,11624,15471
2000,9650,2029,9679
5362,6428,5391,6457
11435,4164,11464,4193
1980,2666,2009,2695
12940,3679,12969,3708
16239,5767,16268,5796
12158,5820,12187,5849
11012,13090,11041,13119
3423,4462,3452,4491
3544,6080,3573,6109
5272,8293,5301,8322
13954,1512,13983,1541
9957,1998,9986,2027
5217,3887,5246,3916
16029,15161,16058,15190
14233,14823,14262,14852
12669,522,12698,551
672,12312,701,12341
8430,15586,8459,15615
15303,15859,15332,15888
11024,772,11053,801
6096,9398,6125,9427
14083,5434,14112,5463
14265,7899,14294,7928
1127,15863,1156,15892
2918,4295,2947,4324
8762,6724,8791,6753
4876,2941,4905,2970
15025,10589,15054,10618
10084,13358,10113,13387
11867,2850,11896,2879
11654,1528,11683,1557
14008,2257,14037,2286
2934,14455,2963,14484
14894,11180,14923,11209
15561,13236,15590,13265
13775,2756,13804,2785
799,3441,828,3470
3458,6985,3487,7014
14814,14273,14843,14302
12148,12496,12177,12525
3011,15705,3040,15734
8310,3903,8339,3932
13565,7099,13594,7128
1662,3431,1691,3460
15524,12593,15553,12622
15435,13487,15464,13516
7829,7296,7858,7325
10180,14748,10209,14777
4170,6812,4199,6841
6807,1629,6836,1658
11231,1030,11260,1059
10436,13756,10465,13785
7370,131,7399,160
8964,15000,8993,15029
15172,1585,15201,1614
6329,7382,6358,7411
5018,1444,5047,1473
3329,4650,3358,4679
4618,11898,4647,11927
16054,4777,16083,4806
7362,15739,7391,15768
12650,4303,12679,4332
15803,736,15832,765
3897,6045,3926,6074
1509,709,1538,738
1226,7790,1255,7819
12664,3762,12693,3791
15026,2020,15055,2049
2563,10570,2592,10599
14442,1514,14471,1543
13876,436,13905,465
5046,2771,5075,2800
15009,5912,15038,5941
3274,815,3303,844
14011,3464,14040,3493
2852,2248,2881,2277
11687,11242,11716,11271
4552,1692,4581,1721
14504,14702,14533,14731
22,3908,51,3937
9080,2288,9109,2317
5244,5704,5273,5733
15454,4380,15483,4409
9489,12714,9518,12743
11612,2601,11641,2630
1164,10166,1193,10195
1511,1671,1540,1700
1210,7512,1239,7541
13411,15855,13440,15884
7196,4922,7225,4951
9546,3945,9575,3974
14531,2890,14560,2919
9910,13652,9939,13681
5440,5700,5469,5729
9533,9289,9562,9318
4111,815,4140,844
1919,13179,1948,13208
12825,10143,12854,10172
4183,6337,4212,6366
8395,1013,8424,1042
14019,5010,14048,5039
379,1774,408,1803
9711,2854,9740,2883
8658,4062,8687,4091
13311,4604,13340,4633
15353,12947,15382,12976
8322,1678,8351,1707
13199,7812,13228,7841
7675,13280,7704,13309
6619,9246,6648,9275
11475,6350,11504,6379
993,1017,1022,1046
2752,14522,2781,14551
8040,1099,8069,1128
3471,8212,3500,8241
3259,2011,3288,2040
107,6934,136,6963
9650,13450,9679,13479
7880,8536,7903,8565
4574,4102,4603,4131
660,4509,689,4538
10148,9302,10177,9324
8230,799,8259,828
679,2385,708,2414
14527,15922,14556,15951
12245,9302,12274,9331
8923,7037,8952,7066
5636,1235,5665,1264
12123,15882,12152,15911
2428,7532,2457,7561
10196,13213,10225,13242
5419,6730,5448,6759
15580,13410,15609,13439
10777,9885,10806,9914
13059,2198,13088,2227
9498,8366,9527,8395
41,460,70,489
13744,7348,13773,7377
12221,15856,12250,15885
12502,8294,12531,8323
6450,4479,6479,4508
13235,3798,13264,3827
6523,13524,6552,13553
12618,2908,12647,2937
15332,9771,15361,9800
1514,14510,1543,14539
12542,15018,12571,15047
5783,13018,5812,13047
8166,6852,8195,6881
5628,14970,5657,14999
12520,13117,12549,13146
11406,11301,11435,11330
14362,15674,14391,15703
978,4935,1007,4964
8556,8754,8585,8783
4308,11943,4337,11972
4218,9326,4247,9355
11544,15156,11573,15185
15810,1321,15839,1350
5302,7763,5331,7792
5521,9779,5550,9808
8313,8110,8342,8139
2507,9134,2536,9163
8295,10369,8324,10398
13178,8555,13207,8584
15178,12645,15207,12674
3794,13818,3823,13847
1306,5461,1335,5490
14607,13017,14636,13046
3466,5230,3495,5259
16266,5208,16295,5237
6805,11165,6834,11194
12634,11642,12663,11671
14638,4943,14667,4972
13958,9968,13987,9997
4124,9451,4153,9480
3440,12987,3469,13016
2632,2328,2661,2357
15870,10487,15899,10516
1178,10803,1207,10832
7550,3644,7579,3673
12538,8942,12567,8971
14766,10276,14795,10305
4055,16081,4084,16110
10316,2208,10345,2237
7300,941,7329,970
9214,379,9243,408
13581,11842,13610,11871
6680,5497,6709,5526
15038,13587,15067,13616
12916,2410,12945,2439
7598,4303,7627,4332
4263,770,4292,799
9452,12828,9481,12857
1891,12956,1920,12985
12973,11527,13002,11556
1628,1375,1657,1404
13193,13672,13222,13701
8699,3467,8728,3496
4889,8110,4918,8139
14934,1973,14963,2002
11430,8352,11459,8381
3834,2052,3863,2081
3470,13164,3499,13193
10241,2283,10270,2312
3072,14775,3101,14804
16311,7486,16340,7515
2426,12670,2455,12699
15027,6012,15056,6041
6898,8868,6927,8897
456,8572,485,8601
4726,15589,4755,15618
11588,9945,11617,9974
7447,7595,7476,7624
15849,7545,15878,7574
1259,12406,1288,12435
550,13486,579,13515
1074,15733,1103,15762
2932,5137,2961,5166
15967,5629,15996,5658
13633,15218,13662,15247
8071,2978,8100,3007
12436,3215,12465,3244
15472,10569,15501,10598
6314,3026,6343,3055
12043,7156,12072,7185
10132,1174,10161,1203
11592,11717,11621,11746
10104,10409,10133,10438
3072,10975,3101,11004
14819,3886,14848,3915
7258,16342,7287,16371
1544,829,1573,858
1433,10806,1462,10835
254,8731,283,8760
5461,9449,5490,9478
15100,6503,15129,6532
9299,9722,9328,9751
10069,3027,10098,3056
635,4694,664,4723
11519,13191,11548,13220
2388,4096,2417,4125
566,13473,595,13502
5285,3945,5314,3974
2631,16314,2660,16343
6275,2008,6304,2037
14920,10465,14949,10494
7374,14569,7403,14598
5163,14873,5192,14902
8009,3817,8038,3846
5932,5749,5961,5778
16106,8985,16135,9014
584,3287,613,3316
11302,9688,11331,9717
15947,16034,15976,16062
10598,8562,10627,8591
1030,2977,1059,3006
2008,13760,2037,13789
9560,12320,9589,12349
12138,3496,12167,3525
1012,15864,1041,15893
5307,921,5336,950
8642,15870,8671,15899
11013,14041,11042,14070
12495,15229,12524,15258
8131,5203,8160,5232
2379,4606,2408,4635
10352,13385,10381,13414
5555,11280,5584,11309
12614,2758,12643,2787
4121,6740,4150,6769
5915,2355,5944,2384
1176,11398,1205,11427
13896,10878,13925,10907
10156,3184,10185,3213
5199,7581,5228,7610
213,6919,242,6948
10010,11147,10039,11176
14917,2817,14946,2846
9066,12978,9095,13007
8369,12360,8398,12389
3089,4856,3118,4885
7055,1408,7084,1437
15788,10688,15817,10717
9484,10600,9513,10629
11529,16086,11558,16115
5383,13386,5412,13415
5438,6059,5467,6088
13681,11929,13710,11958
10995,15495,11024,15524
5409,3360,5438,3389
11866,13112,11895,13141
5605,11362,5634,11391
2100,12277,2129,12306
3510,13168,3539,13197
12504,11461,12533,11490
11152,10565,11181,10594
12833,12953,12862,12982
16199,5028,16228,5057
15900,13778,15929,13807
15955,16044,15984,16073
8490,1118,8519,1147
1905,11563,1934,11592
9326,13810,9355,13839
3057,12443,3086,12472
492,13778,521,13807
9219,2024,9248,2053
7771,12462,7800,12491
5502,13190,5531,13219
13077,14316,13106,14345
10234,10624,10263,10653
9290,14069,9319,14095
4868,6358,4897,6387
10194,4866,10223,4895
7344,6632,7373,6661
12340,104,12369,133
16097,12272,16126,12301
6648,11338,6677,11367
3119,1583,3148,1612
5518,4987,5547,5016
7036,10822,7065,10851
3070,12854,3099,12882
3589,8296,3618,8325
14343,11579,14372,11608
813,12192,842,12221
14777,9170,14806,9199
11825,5402,11854,5431
1350,3929,1379,3958
2486,2078,2515,2107
8872,10026,8901,10055
8011,14952,8031,14981
13095,14454,13124,14483
3344,9744,3373,9773
1412,9834,1441,9863
1000,5978,1029,6007
10540,3534,10569,3563
13560,9277,13589,9306
6267,4503,6296,4532
15433,16107,15462,16136
10952,15427,10981,15456
12604,13238,12633,13267
13227,10871,13256,10900
2630,1607,2659,1636
12435,513,12464,542
4281,10210,4310,10239
8405,15730,8434,15759
8355,3737,8383,3766
14817,15182,14846,15211
15537,7081,15566,7110
8610,13315,8639,13344
12889,6333,12918,6362
4256,8039,4285,8068
11183,3328,11212,3357
9173,357,9202,386
142,9618,171,9647
15108,13998,15137,14027
11855,5027,11884,5056
7627,5026,7656,5055
15381,8944,15410,8973
5011,1074,5040,1103
13767,11836,13796,11865
9803,5915,9832,5944
3516,4351,3545,4380
10721,517,10750,546
2255,6810,2284,6839
10150,12817,10179,12846
12364,5767,12393,5796
14386,1664,14415,1693
15423,681,15452,710
3742,15850,3771,15879
3211,7768,3240,7797
10508,11796,10537,11825
12554,14366,12583,14395
7628,6822,7657,6851
6794,10251,6823,10280
15733,7335,15762,7364
5210,3144,5239,3173
3082,15771,3111,15800
16182,15551,16211,15580
604,15330,633,15359
8600,6945,8629,6974
14338,11857,14367,11886
11621,9313,11650,9342
8619,12765,8648,12794
13940,12699,13969,12728
12481,100,12510,129
1265,5643,1294,5672
12266,5045,12295,5074
5409,14059,5438,14088
4926,6033,4955,6062
1154,13659,1183,13688
7896,9575,7925,9604
8206,9510,8235,9539
1677,11237,1706,11266
11585,12587,11614,12616
7138,225,7167,254
12145,7288,12174,7317
800,2186,829,2215
9213,6386,9242,6415
1721,12399,1750,12428
5590,2309,5619,2338
9514,8383,9543,8412
13879,1745,13908,1774
6436,6306,6465,6335
8949,3094,8978,3123
11776,880,11805,909
7953,6747,7982,6776
9625,6486,9654,6515
14481,2663,14510,2692
9767,15129,9796,15158
1029,11309,1058,11338
9653,15264,9682,15293
3166,13597,3195,13626
8791,2244,8820,2273
4563,13239,4592,13268
15427,11189,15456,11218
11894,4596,11923,4625
10378,8546,10407,8575
11538,12781,11567,12810
8885,10316,8914,10345
8243,77,8272,106
3394,15109,3423,15138
6845,12534,6874,12563
4695,3550,4724,3579
8157,6557,8186,6586
8065,532,8094,561
3077,12834,3106,12863
9884,5060,9913,5089
16174,3606,16203,3635
14961,8466,14990,8495
10950,14522,10979,14551
12964,15040,12993,15069
10089,4175,10118,4204
9226,15574,9255,15603
553,4018,582,4047
12926,12535,12955,12564
4876,15221,4905,15250
15248,9103,15277,9132
9891,8706,9920,8735
5793,4531,5822,4560
11931,9208,11960,9237
14386,851,14415,880
2720,5870,2749,5899
2484,11521,2513,11550
1748,14729,1777,14758
5335,7040,5364,7069
7442,5935,7471,5964
6044,13125,6073,13154
10634,14312,10663,14341
3903,886,3932,915
9247,6671,9276,6700
11139,7095,11168,7124
15112,3688,15141,3717
739,7830,768,7859
12696,9976,12725,10005
6897,12426,6926,12455
7741,11208,7770,11237
15655,116,15684,145
15053,9341,15082,9370
882,2731,911,2760
3991,4006,4020,4035
1494,10006,1523,10035
13281,2399,13310,2428
14199,5960,14228,5989
15435,4913,15464,4942
31,6641,60,6670
14323,9941,14352,9970
14463,15400,14492,15429
12194,12769,12223,12798
1898,9997,1927,10026
14394,15283,14423,15312
9190,2004,9219,2033
3501,1628,3530,1657
4874,4881,4903,4910
881,9490,910,9519
7436,8243,7465,8272
4393,15652,4422,15681
5191,1208,5220,1237
13685,9872,13714,9901
795,7657,824,7686
6702,12219,6731,12248
6219,8564,6248,8593
7226,15215,7255,15244
1303,14299,1332,14328
13883,3418,13912,3447
11889,2557,11918,2586
4971,13429,5000,13458
15240,2748,15269,2777
11873,646,11902,669
3590,7900,3619,7929
13731,4482,13760,4511
13224,7983,13253,8012
2743,15159,2772,15188
13535,15496,13564,15525
9016,402,9045,431
4075,5565,4104,5594
11307,6097,11336,6126
14095,1638,14124,1667
5339,2629,5368,2658
10274,14870,10303,14899
15529,15848,15558,15877
14528,6470,14557,6499
9009,12116,9038,12145
14020,15714,14049,15743
10745,2488,10774,2517
8946,4319,8975,4348
15017,14610,15046,14639
13027,2084,13056,2113
10106,15788,10135,15817
14287,8084,14316,8113
15303,9024,15332,9053
2871,4814,2900,4843
13678,361,13707,390
14039,8935,14068,8964
444,4649,473,4678
593,4391,622,4420
6146,15536,6175,15565
13419,3912,13448,3941
1336,9680,1365,9709
10244,9676,10273,9705
10446,556,10475,585
3819,7380,3848,7409
15617,9544,15646,9573
11820,6014,11849,6043
16314,14958,16343,14987
6426,8720,6455,8749
11694,6828,11723,6857
649,3508,678,3537
9838,4693,9867,4722
9164,10106,9193,10135
11748,14423,11777,14452
14806,10872,14835,10901
14636,14501,14665,14530
13390,12402,13419,12431
7531,12169,7560,12198
4557,7385,4586,7414
3919,8592,3948,8621
10616,3911,10645,3940
10094,12103,10123,12132
10530,690,10559,719
3498,1729,3527,1758
15481,10478,15510,10507
12817,4899,12846,4928
8528,12167,8557,12196
8362,6241,8391,6270
13387,9464,13416,9493
10396,13286,10425,13315
2070,9626,2099,9655
14265,1975,14294,2004
6497,5655,6526,5684
9306,2267,9335,2296
3417,15648,3446,15677
13134,12605,13163,12634
2533,5229,2562,5258
6621,9166,6650,9195
1570,6560,1599,6589
2865,15537,2894,15566
15246,13157,15275,13186
15226,3437,15255,3466
6684,5600,6713,5629
7149,6561,7178,6590
1325,1908,1354,1937
7480,10069,7509,10098
4894,7111,4923,7140
3082,4560,3111,4589
9216,3365,9245,3394
9589,4403,9618,4432
8866,5159,8895,5188
3941,15820,3970,15849
7447,2737,7476,2766
12380,1379,12409,1408
9340,1240,9369,1269
5086,2304,5115,2333
13029,12884,13058,12913
15272,8724,15301,8753
8542,14799,8571,14828
8896,8570,8925,8599
3379,7942,3408,7971
2594,12382,2623,12411
6242,13796,6271,13825
14926,16052,14955,16081
8015,10072,8044,10101
8773,7529,8802,7558
10440,10612,10469,10641
3431,9795,3460,9824
2851,4907,2880,4936
13271,10647,13300,10676
10904,8178,10933,8207
10347,12628,10376,12657
14018,4091,14047,4119
12915,6271,12944,6300
5374,9263,5403,9292
1658,10086,1687,10115
3822,13400,3851,13429
3744,10399,3773,10428
7130,5174,7159,5203
12794,14676,12823,14705
245,12086,274,12115
12042,6125,12071,6154
15764,15939,15793,15968
13440,406,13469,435
4341,12513,4370,12542
13170,16071,13199,16100
2195,14593,2224,14622
14354,5352,14383,5381
8724,3418,8753,3447
8363,16192,8392,16221
5248,13166,5277,13195
15511,2037,15540,2066
6619,583,6648,612
13862,10956,13891,10985
8619,3441,8648,3470
8798,7669,8827,7698
15743,6844,15772,6873
2328,8202,2357,8231
1604,5612,1633,5641
9125,3145,9154,3174
8371,1343,8400,1372
3893,15078,3922,15107
323,5515,352,5544
7881,4595,7910,4624
6691,2011,6720,2040
2578,2680,2607,2709
3141,11516,3170,11545
8694,11689,8723,11718
9984,13305,10013,13334
3112,1273,3141,1302
8211,10962,8240,10991
6303,8761,6332,8790
12218,8456,12247,8485
13791,16165,13820,16194
6867,3977,6896,4006
3836,14966,3865,14995
11890,14655,11919,14684
2021,15543,2050,15572
8436,1563,8465,1592
12584,15562,12613,15591
15365,9313,15394,9342
11938,4330,11967,4359
5269,15330,5298,15359
9585,5597,9614,5626
6130,8739,6159,8768
5834,4912,5863,4941
16101,6556,16130,6585
10224,8053,10253,8082
8299,1944,8328,1973
14754,7980,14783,8009
7132,1572,7161,1601
14006,2488,14035,2517
1654,5522,1683,5551
1262,1951,1291,1980
3338,4534,3367,4563
3227,7039,3256,7068
12078,6279,12107,6308
2240,1209,2269,1238
9882,16010,9911,16039
15658,2437,15687,2466
11900,13095,11929,13124
7566,14913,7595,14942
7663,11372,7692,11401
2190,1894,2219,1923
10173,14073,10202,14102
14485,10986,14514,11015
8143,8076,8172,8105
2138,11820,2167,11849
985,11361,1014,11390
10470,8398,10499,8427
1992,14101,2021,14130
12583,1594,12612,1623
2684,4019,2713,4048
4895,7375,4924,7404
40,6528,69,6557
3324,10094,3353,10123
10600,15982,10629,16011
6696,11771,6725,11800
9940,5515,9969,5544
14793,11019,14822,11048
265,1910,294,1939
4505,8309,4534,8338
2869,465,2898,494
4217,12307,4246,12336
635,2825,664,2854
15731,2282,15760,2311
2504,7931,2533,7960
3152,6412,3181,6441
8278,11148,8307,11177
6022,6729,6051,6758
13540,7134,13569,7163
13986,13922,14015,13951
5075,12015,5104,12044
3020,5720,3049,5749
13317,8529,13346,8558
15240,7853,15269,7882
5495,14197,5524,14226
5658,292,5687,321
12289,12369,12318,12398
10721,12262,10750,12291
16029,592,16058,621
12502,11745,12531,11774
13427,6943,13456,6972
10146,9286,10175,9315
49,7454,78,7483
10682,13343,10711,13372
12158,7264,12187,7293
2447,4873,2476,4902
10729,6784,10758,6813
2399,7193,2428,7222
231,16272,260,16301
9515,4631,9544,4660
2508,15000,2537,15029
10407,7523,10436,7552
5502,5897,5531,5926
11261,15600,11290,15629
10741,4418,10770,4447
1383,2766,1412,2795
7629,14197,7658,14226
8585,8964,8614,8993
5871,12755,5900,12784
16254,5251,16283,5280
10045,6258,10074,6287
5142,13367,5171,13396
9142,9769,9171,9798
13566,334,13595,363
3750,5397,3779,5426
10880,5530,10909,5559
1597,937,1626,966
13304,8686,13333,8715
15665,14985,15694,15014
7506,13510,7535,13539
8502,7123,8531,7152
1030,8232,1059,8261
4165,6685,4194,6713
13216,13924,13245,13953
9553,15276,9582,15305
15366,4203,15395,4231
8473,10179,8502,10208
5065,15856,5094,15885
10654,5894,10683,5923
11416,3458,11445,3487
7431,9196,7460,9225
8112,9813,8141,9842
5098,11471,5127,11500
9972,15733,10001,15762
15721,15346,15750,15375
5080,12181,5109,12210
12333,14479,12362,14508
12762,8755,12791,8784
533,3100,562,3129
15626,7824,15655,7853
16246,14596,16275,14625
15480,14125,15509,14154
9682,3052,9711,3081
11494,5073,11523,5102
6092,5817,6121,5846
12916,3819,12945,3848
15338,6910,15367,6939
13957,12310,13986,12339
6441,5339,6470,5368
4599,15992,4628,16021
14982,12889,15011,12918
4381,8488,4410,8517
4940,5837,4969,5866
8536,12885,8565,12914
9011,9817,9040,9846
5707,14726,5736,14755
15897,15038,15926,15067
734,6202,763,6231
15258,13655,15287,13684
3273,13803,3302,13832
12423,2209,12452,2238
2947,11410,2976,11439
10154,3117,10183,3146
2592,8879,2621,8908
10425,3008,10454,3037
5282,432,5311,461
11353,6091,11382,6120
14674,10714,14703,10743
7006,2647,7035,2676
4428,11579,4457,11608
10933,15924,10962,15953
10609,1783,10638,1812
6832,8741,6861,8770
10058,14378,10087,14407
6898,2990,6927,3019
688,10857,717,10886
13055,10834,13084,10863
6730,3702,6759,3731
6719,4252,6748,4281
4265,5560,4294,5589
759,3789,788,3818
598,4530,627,4559
1819,7698,1848,7727
4557,7269,4586,7298
4603,12596,4632,12625
6556,3291,6585,3320
10936,6517,10965,6546
6228,4090,6257,4119
4005,3848,4034,3877
6369,12639,6398,12668
1245,9357,1274,9386
3079,2749,3108,2778
4567,1172,4596,1201
3890,3546,3919,3575
10584,5374,10613,5403
5404,7831,5433,7860
6491,3886,6520,3915
6390,14607,6419,14636
11543,8555,11572,8584
8065,10237,8094,10263
6499,13038,6528,13067
15172,7662,15201,7691
1338,4263,1367,4292
5093,13351,5122,13380
10298,7798,10327,7827
4480,9509,4509,9538
4951,16311,4980,16340
5390,8310,5419,8339
303,14518,332,14547
4745,12821,4774,12850
5391,15612,5420,15641
13055,13193,13084,13222
6404,5241,6433,5270
9211,1482,9240,1511
12509,11548,12538,11577
4521,15342,4550,15371
6475,5157,6504,5186
13940,9711,13969,9740
15609,11770,15638,11799
14853,4916,14882,4945
11791,4461,11820,4490
3881,5839,3910,5868
10883,13084,10912,13113
15230,4385,15259,4414
9944,12402,9973,12431
7859,8534,7888,8563
4171,5274,4200,5303
1421,8541,1450,8570
9262,16168,9291,16197
4903,1441,4932,1470
4904,2908,4933,2937
9098,2073,9127,2102
12285,339,12314,368
1829,12291,1858,12320
2608,5052,2637,5081
7787,2553,7816,2582
7853,4144,7882,4173
11788,10970,11817,10999
861,9785,890,9814
902,6625,931,6654
15043,16103,15072,16132
11912,198,11941,227
9285,11503,9314,11532
14624,14466,14653,14495
8393,14907,8422,14936
7526,5917,7555,5946
7026,416,7055,445
5083,9522,5112,9551
479,5315,508,5344
1445,9833,1474,9862
9997,1020,10026,1049
13599,13844,13628,13873
1544,13008,1573,13037
7483,11129,7512,11158
16199,10555,16228,10584
10619,13188,10648,13217
12818,8355,12847,8384
4312,11878,4341,11907
8656,629,8685,658
3425,9196,3454,9225
13023,8664,13052,8693
15702,1470,15731,1499
12191,4698,12220,4727
11795,11486,11824,11515
8265,4400,8294,4429
15826,6350,15855,6379
15079,9885,15108,9914
1572,498,1601,527
10329,4835,10358,4864
16121,7131,16150,7160
6162,14940,6191,14969
14379,3222,14408,3251
4977,11290,5006,11319
9417,4185,9446,4214
8061,10125,8090,10154
10399,14944,10428,14973
1922,11604,1951,11633
7966,2862,7995,2891
1844,10533,1873,10562
8962,2977,8991,3006
2490,14622,2519,14651
15646,2478,15675,2507
6824,9165,6853,9194
6343,6149,6372,6178
3366,12919,3395,12948
5443,12519,5472,12548
7479,12815,7508,12844
2112,894,2141,923
2178,7784,2207,7813
3181,3122,3210,3151
2567,14228,2596,14257
9488,2881,9517,2910
15606,5325,15635,5354
14390,7821,14419,7850
9283,1842,9312,1871
16033,1308,16062,1337
1198,7664,1227,7693
3093,5184,3122,5213
4467,8108,4496,8137
10450,12700,10479,12729
13530,14141,13559,14170
1700,3568,1729,3597
11108,10818,11137,10847
7180,3308,7209,3337
9933,2959,9962,2988
16114,10724,16143,10753
12453,12128,12482,12157
15650,6328,15679,6357
7242,8411,7271,8440
4608,10256,4637,10285
13510,14868,13539,14897
2834,15312,2863,15341
8249,1766,8278,1795
13841,9449,13870,9478
2010,10543,2039,10572
12989,13037,13018,13066
1778,3753,1807,3782
14117,12700,14146,12729
774,5311,803,5340
639,94,668,123
13715,6665,13744,6694
10868,9849,10897,9878
11163,9270,11192,9299
7419,7441,7448,7470
264,14891,293,14920
10432,9167,10461,9196
1944,15622,1973,15651
12564,393,12593,422
9981,2618,10010,2647
3898,3256,3927,3285
12908,10570,12937,10599
10974,771,11003,800
702,7886,731,7915
8622,12270,8651,12299
2135,744,2164,773
4167,6781,4196,6810
12430,11506,12459,11535
14744,722,14773,751
1440,7289,1469,7318
14351,10278,14380,10307
11062,6115,11091,6144
645,3434,674,3463
9589,14392,9618,14421
4563,9210,4592,9239
2126,5249,2155,5278
3356,12667,3385,12696
1221,11679,1250,11708
5615,2772,5644,2801
8098,810,8127,839
910,11307,939,11336
11079,7770,11108,7799
5591,16195,5620,16224
8941,7221,8970,7250
10632,10189,10661,10218
12939,13377,12968,13402
120,6682,149,6711
3736,10370,3765,10399
11178,31,11207,60
13983,16102,14012,16131
14204,7187,14233,7216
2303,15594,2332,15623
2143,4632,2172,4661
8632,907,8661,936
13605,7748,13634,7777
13778,13960,13807,13989
7372,8464,7401,8493
3689,9828,3718,9857
15643,9895,15672,9924
9082,2728,9111,2757
255,1556,284,1585
16333,3344,16362,3373
870,10471,899,10500
14126,8779,14155,8808
1587,11652,1616,11681
10739,13078,10768,13107
3226,11912,3255,11941
13697,8024,13726,8053
6543,12171,6572,12200
13739,15697,13768,15726
1277,1042,1306,1071
4770,8292,4799,8321
670,14036,699,14065
1781,8662,1810,8691
14705,6889,14734,6918
13342,13969,13371,13998
1220,2275,1249,2304
11387,9431,11416,9460
8594,3978,8623,4007
14754,3633,14783,3662
12779,10221,12808,10250
5903,119,5932,148
7527,510,7556,539
9376,1395,9405,1424
2252,5111,2281,5140
15378,9406,15407,9435
12800,13448,12829,13477
5986,10459,6015,10488
7385,6247,7414,6276
1024,14064,1053,14093
10118,7443,10147,7472
15758,12747,15787,12776
14965,1904,14994,1933
16190,5598,16219,5627
425,8819,454,8848
13544,4086,13573,4115
10771,2308,10800,2337
28,15565,57,15594
7951,4027,7980,4056
15759,6476,15788,6505
3329,7876,3358,7905
4139,14269,4168,14298
8233,11913,8262,11942
13112,8866,13141,8895
4314,13784,4343,13810
6757,7102,6786,7131
1789,13213,1818,13242
1576,9431,1605,9460
3854,2640,3883,2669
5430,1437,5459,1466
12136,15858,12165,15887
5401,3673,5430,3702
399,10791,428,10820
11113,13306,11142,13335
14862,424,14891,453
11608,4604,11637,4633
8310,2570,8339,2599
11314,12554,11343,12583
2419,12905,2448,12934
8043,3166,8072,3195
8496,8126,8525,8155
5231,14012,5260,14041
2200,9259,2229,9288
7594,8365,7623,8394
7388,6697,7417,6726
12734,6205,12763,6234
7118,4500,7147,4529
6758,12109,6787,12138
1873,2181,1902,2210
11533,2498,11562,2527
269,4669,298,4698
5887,9829,5916,9858
8179,15918,8208,15947
12605,1539,12634,1568
11041,11954,11070,11983
